Baq_Solar,Bog_Solar,Cali_Solar,Ctg_Solar,Med_Solar,StM_Solar,Baq_Wind,Bog_Wind,Cali_Wind,Ctg_Wind,Med_Wind,StM_Wind
29.77725,14.6805,8.42205,32.6277,5.32605,26.9256,125.20725,2.82675,2.3364,108.63495,0.1116,114.61485
5.6124,1.84935,1.4622,6.95205,0.69225,4.40655,126.04095,1.1286,1.1532,121.3416,1.0068,121.66635
0,0,0,0,0,0,122.97525,1.5615,0.5928,124.0551,1.18575,121.6911
0,0,0,0,0,0,126.53115,5.0211,0.99435,126.1725,0.5442,121.9293
0,0,0,0,0,0,129.4599,6.6702,1.5546,130.8042,0.20145,123.1425
0,0,0,0,0,0,130.4673,5.199,1.6242,132.6237,0.0363,122.82135
0,0,0,0,0,0,128.5689,4.40505,1.6272,131.1738,0.03015,118.2552
0,0,0,0,0,0,124.8399,2.7885,1.9383,128.94195,0.05745,113.28675
0,0,0,0,0,0,120.97065,1.896,2.544,127.93215,0.06375,111.0834
0,0,0,0,0,0,118.6191,2.26305,2.5359,127.75005,0.07665,108.28185
0,0,0,0,0,0,116.60415,2.1459,2.53605,126.22935,0.0126,106.90245
0,0,0,0,0,0,113.86575,0.6915,2.109,123.38685,0,111.0177
0,0,0,0,0,0,108.8154,0.0465,1.22955,115.5099,0,116.04135
0,0,0,0,0,0,96.74205,0.0276,0.44985,101.38875,0.00915,111.18405
4.72095,3.78495,2.664,4.5006,0.762,6.0444,69.5304,0.0195,0.11745,74.8914,0.0198,99.1008
23.6103,18.6663,18.53745,24.88755,7.5684,27.04455,52.73055,0.06225,0.12105,43.33215,0.02835,88.89585
46.7697,35.92545,39.39585,48.95415,19.3293,49.36485,28.1013,0.5262,0.23385,24.21435,0.1092,62.66925
70.06515,52.5066,58.37145,68.814,30.59475,72.4026,11.4585,0.9417,0.15645,13.8933,0.1893,39.20895
84.15675,66.61845,68.41515,77.5911,35.8821,89.3712,6.01275,0.9516,0.0957,6.72015,0.3279,27.41085
89.35695,72.9687,68.40555,83.9016,37.98825,95.46555,7.15005,0.52125,0.92625,1.71915,0.49035,28.05465
87.17025,67.4586,63.98295,83.99415,36.47445,93.1308,12.1536,0.717,6.36795,0.0687,0.3543,32.8431
76.02615,55.6761,54.0813,74.90745,32.0322,78.66165,17.2062,2.325,9.9735,0,0.2808,33.1776
60.9486,34.3392,38.46225,60.08685,23.90805,59.1234,19.9509,2.97945,10.3608,0.43665,0.2154,33.45525
40.0743,21.14625,22.43115,39.59775,15.56265,39.7689,22.57245,2.8527,8.0331,5.8665,0.0915,31.56495
21.6093,8.5038,10.59645,19.97955,7.29105,18.8253,29.53755,1.64445,4.3815,21.91545,0.0183,29.15955
4.08975,1.0182,1.9443,4.37055,1.15125,3.1542,40.44495,0.46125,1.58295,36.429,0.0165,30.12585
0,0,0,0,0,0,46.2249,0.6639,0.309,35.5314,0.01275,34.11645
0,0,0,0,0,0,43.33875,1.6821,0.0363,30.56085,0.0024,40.04955
0,0,0,0,0,0,42.66285,3.2523,0.00135,29.04375,0.0108,48.3957
0,0,0,0,0,0,42.83355,3.14355,0.00315,31.81575,0.68145,55.03635
0,0,0,0,0,0,42.189,1.20945,0.00405,37.64835,2.0547,58.52895
0,0,0,0,0,0,45.37185,0.17265,0.0525,44.46915,1.5315,64.3143
0,0,0,0,0,0,49.45965,0.0006,0.41535,50.5161,0.68115,66.57465
0,0,0,0,0,0,53.6445,0,0.71115,59.1855,0.1212,67.42305
0,0,0,0,0,0,54.2433,0.00315,0.66855,67.51905,0.00555,66.61875
0,0,0,0,0,0,58.24695,0.05535,0.50565,73.6641,0.0042,68.373
0,0,0,0,0,0,53.3874,0.05085,0.2103,69.5328,0.01815,62.93385
0,0,0,0,0,0,46.4499,0.01875,0.075,63.58335,0.01965,55.44705
5.226,1.8402,1.93725,4.84455,4.86735,4.3044,44.02395,0.0222,0.03465,61.092,0.0117,52.4007
28.7775,10.67685,16.39815,29.1393,29.2626,22.79055,46.2492,0.0261,0.01815,58.65195,0.0153,52.30545
55.16265,23.52375,38.68005,56.23215,52.53135,45.378,39.258,0.042,0.0639,52.0536,0.1167,48.009
76.78365,40.3305,61.51695,78.09705,74.2914,68.11245,33.62085,0.1227,0.0444,44.07075,0.17505,41.286
92.48925,55.3281,77.5386,92.7441,94.122,90.8571,33.04695,0.513,0.00495,35.55675,0.1926,38.81115
99.46095,66.09045,90.4416,100.03545,100.6974,97.16025,36.45015,1.0017,0.0045,28.75935,0.12885,37.64715
99.42975,68.72475,86.08455,99.19695,91.9158,99.4518,44.0727,1.44735,0.09345,26.6277,0.0936,44.7684
89.802,56.38455,74.9334,89.54115,75.6084,88.6968,54.2436,1.70625,0.32835,27.50895,0.1182,52.7592
72.87645,48.52575,57.8514,76.9092,44.3646,71.12925,63.71715,1.61655,0.3822,29.44875,0.15045,56.8377
53.9328,30.95535,38.69565,57.13305,26.1813,52.24725,71.80725,1.36275,0.19665,34.098,0.0951,58.554
30.17325,14.85675,18.83475,30.80985,10.11465,28.00035,81.6504,0.63495,0.0942,43.2597,0.0147,69.5304
5.9841,2.60565,4.52685,6.43515,1.626,5.0763,90.50115,0.1254,0.1491,57.8001,0.0042,76.9818
0,0,0,0,0,0,92.74335,0.0186,0.22665,73.6644,0.0108,81.5817
0,0,0,0,0,0,92.68005,0.024,0.30765,88.6365,0.4056,83.3733
0,0,0,0,0,0,92.2716,0.1587,0.38295,100.72545,2.0022,82.71255
0,0,0,0,0,0,95.71875,0.51375,0.47025,109.6464,2.98185,83.72985
0,0,0,0,0,0,105.4377,0.18075,0.5025,116.47605,3.59535,96.2439
0,0,0,0,0,0,106.12575,0.0051,0.6942,116.1822,3.46815,96.05475
0,0,0,0,0,0,100.28865,0.00015,1.17885,109.97265,2.4723,87.84225
0,0,0,0,0,0,91.5342,0.0003,0.92205,106.7253,0.9756,80.40765
0,0,0,0,0,0,85.66665,0.0015,0.4179,107.97975,0.4167,74.69625
0,0,0,0,0,0,83.46615,0.01365,0.14745,111.12945,0.52425,73.46175
0,0,0,0,0,0,77.52765,0.0639,0.0528,110.70165,0.89355,69.1377
0,0,0,0,0,0,69.97605,0.1227,0.0396,106.473,1.42245,62.93655
6.44565,4.79805,2.55015,5.952,3.9936,5.5227,62.89485,0.15375,0.05385,99.87285,1.7433,59.3241
32.2767,22.48665,17.95725,32.94195,22.7742,26.61105,60.18555,0.44115,0.15975,89.79615,2.07735,57.49665
58.7079,41.76135,38.25,60.6828,46.0395,49.19415,44.0334,1.413,0.6891,68.94765,1.31115,49.6788
79.75305,58.7841,54.2133,82.3836,64.2609,69.10245,30.7029,1.7394,1.065,48.7749,0.9618,39.9495
94.6065,65.26995,62.9985,95.42505,74.30745,87.1587,28.89585,1.6545,1.2888,37.9818,0.54165,34.17525
101.9964,68.74245,67.1889,102.9036,77.72265,99.05895,37.1598,1.5591,1.9185,38.7786,0.37035,35.71455
102.60075,67.27425,62.8359,103.08765,68.2032,99.98655,55.03905,1.6074,2.8158,48.3939,0.20385,43.656
94.5306,60.5628,49.9074,93.56655,60.82365,92.7876,76.5234,1.437,3.64605,63.9411,0.0312,58.3284
80.16225,52.12515,37.59585,79.86765,48.03435,77.9226,93.71565,1.34505,3.9234,78.39285,0.0048,68.7369
59.79285,33.8286,25.18605,59.6571,31.53165,57.98895,105.61485,1.41255,3.26265,92.6784,0.0027,73.4385
33.33195,16.18935,12.07905,33.75465,14.50965,31.6059,116.47635,1.44165,2.12685,109.48905,0.0021,89.6958
7.1385,2.27385,2.1702,7.66245,2.32905,6.23355,121.05975,1.16535,0.9036,121.82625,0.0126,97.73805
0,0,0,0,0,0,117.7752,1.44855,0.2475,126.3396,0.20235,97.92075
0,0,0,0,0,0,115.69515,2.1459,0.0888,128.7036,0.8301,99.51225
0,0,0,0,0,0,117.03435,2.79225,0.0666,130.8573,2.09865,101.10795
0,0,0,0,0,0,119.1147,3.7566,0.1026,133.0269,5.55675,101.7948
0,0,0,0,0,0,122.3379,4.30605,0.20595,135.35775,5.27535,101.3172
0,0,0,0,0,0,124.2444,2.2104,0.59055,136.7127,3.9156,103.1979
0,0,0,0,0,0,124.52865,0.89295,2.2929,136.34265,3.0903,106.48185
0,0,0,0,0,0,120.81705,0.2649,5.83005,132.2994,1.88805,102.3255
0,0,0,0,0,0,113.61075,0.11565,10.69545,127.99005,0.74265,92.29965
0,0,0,0,0,0,108.57285,0.0765,11.13075,126.12015,0.12255,83.90805
0,0,0,0,0,0,94.9446,0.0504,7.94295,119.44425,0.0078,73.62345
0,0,0,0,0,0,78.80235,0.0225,3.498,110.64465,0.00195,62.69655
6.3495,4.05075,1.3587,5.33145,1.17825,6.95055,70.47195,0.0123,1.46805,104.6976,0.02385,55.03485
31.69125,20.49285,10.2828,29.3727,11.07885,31.87125,68.08335,0.00495,0.46875,99.15885,0.09015,48.38805
57.8163,40.84335,21.4365,57.69765,26.73675,56.82195,56.0388,0.0423,0.0585,87.8424,0.0075,37.8837
79.08435,54.1605,31.5621,82.3179,44.25195,76.9881,49.6566,0.13425,0.0819,78.39255,0.00435,32.2701
91.8912,62.19135,41.9694,97.02885,47.55075,92.30985,57.44325,0.2052,0.02055,77.87535,0.0246,35.8266
101.72205,59.29335,49.3902,103.5933,46.9107,100.1439,73.2513,0.7602,0,84.0639,0.0672,49.12875
99.279,50.85495,50.4429,102.7248,43.5957,95.5044,89.79585,1.5486,0.00285,91.5333,0.0438,62.54385
85.59915,38.7738,46.14945,92.406,37.50345,85.20525,103.87125,1.4958,0.19155,99.5166,0.006,72.63285
73.7391,27.83385,37.1346,77.85795,30.44595,72.1074,111.57525,1.2537,0.7311,105.8199,0.0192,89.1666
55.0512,14.7168,24.95955,56.78745,17.5509,52.6167,114.50025,0.81675,0.89925,109.9713,0.03645,96.4719
31.51005,5.5767,13.90335,30.5754,7.17645,28.50945,115.54185,0.3174,0.59745,113.48685,0.01515,101.63145
6.39075,0.43185,3.7266,6.78975,1.3248,5.11245,113.29575,0.14385,0.33,114.80175,0.01365,102.32955
0,0,0,0,0,0,107.5827,0.10995,0.0666,113.7438,0.02205,99.51315
0,0,0,0,0,0,107.85675,0.11805,0.0159,113.9139,0.0201,100.6128
0,0,0,0,0,0,109.7571,0.1566,0.105,114.8067,0.01005,101.11125
0,0,0,0,0,0,109.3038,0.1314,0.2922,116.04615,0.0015,98.502
0,0,0,0,0,0,107.68005,0.04545,0.28155,116.47485,0.0003,95.75085
0,0,0,0,0,0,106.97415,0.0246,0.1563,117.96135,0.0003,93.3153
0,0,0,0,0,0,109.0752,0.0099,0.0651,120.52185,0.00135,93.30105
0,0,0,0,0,0,107.67825,0.00435,0.02565,121.1775,0.0105,92.45205
0,0,0,0,0,0,104.71275,0.00675,0.0102,121.3968,0.08505,90.7044
0,0,0,0,0,0,101.6553,0.01245,0.00555,119.6997,0.37965,90.2046
0,0,0,0,0,0,92.2605,0.01095,0.0051,110.94285,0.5199,84.38385
0,0,0,0,0,0,78.9354,0.00225,0.01845,97.16865,0.4191,76.2414
6.0252,1.1577,2.6523,5.02785,0.9324,5.45775,66.89295,0.0021,0.0501,86.97495,0.5916,68.4957
29.1852,7.93815,21.14925,24.3228,8.2983,25.2303,64.68705,0.02115,0.2322,80.63595,0.69495,61.50375
52.55265,19.08615,46.54575,42.01665,20.68215,46.34625,48.7728,0.5292,1.66815,62.1882,1.10625,50.52705
72.03225,37.42185,63.07335,56.8179,36.9015,64.62195,27.39135,2.90715,3.02655,37.14345,2.4396,36.4494
85.37085,60.82785,69.6864,65.42925,54.95265,78.20985,14.379,7.6725,3.4041,21.8754,5.20995,26.8266
93.86415,71.1351,67.75095,72.9375,61.6833,88.1202,9.94905,10.011,3.8817,15.17685,5.904,21.7734
94.4637,71.6844,60.7452,76.9452,58.78515,90.84555,10.7889,6.8568,4.2357,12.4164,4.1037,23.52495
85.50165,63.94875,49.18725,73.43715,48.93135,84.48255,18.97515,3.28395,3.5754,14.55,1.9434,34.11195
71.2962,52.47195,37.1439,63.6642,40.7439,68.13855,37.7784,2.2428,2.40705,23.18385,0.67485,48.33045
48.72585,34.8774,23.2989,45.4725,28.53405,48.4053,61.9671,2.00745,1.69845,37.89195,0.1449,64.43025
25.97265,16.25595,11.05725,23.91465,15.30735,25.4133,82.8279,1.08135,1.3785,60.5523,0.006,72.6321
5.5176,2.2887,2.46255,5.301,3.30345,4.46925,95.31525,0.3042,1.23375,84.33885,0.00135,77.7261
0,0,0,0,0,0,96.96735,0.08175,1.01295,99.84765,0.0081,78.24045
0,0,0,0,0,0,96.61185,0.0396,0.68805,110.14605,0.0606,78.97755
0,0,0,0,0,0,96.5457,0.0219,0.4803,111.5748,0.30075,83.0805
0,0,0,0,0,0,96.88905,0.01275,0.34245,110.508,0.9093,86.65815
0,0,0,0,0,0,97.4316,0.00495,0.17115,109.9857,1.9452,88.48335
0,0,0,0,0,0,98.00115,0.00705,0.11325,108.64065,2.58525,92.67885
0,0,0,0,0,0,95.6886,0.01455,0.12615,108.63885,2.27775,96.77775
0,0,0,0,0,0,90.7866,0.018,0.16395,108.4368,1.8606,93.7755
0,0,0,0,0,0,85.26795,0.05175,0.25965,107.49375,1.62285,89.7957
0,0,0,0,0,0,77.3691,0.08595,0.42945,104.0187,1.8309,86.6583
0,0,0,0,0,0,64.69545,0.1293,0.5172,95.1348,1.79685,82.0947
0,0,0,0,0,0,54.6432,0.2244,0.4704,81.6504,1.60125,77.77875
6.2082,2.7678,1.5135,5.6685,2.58045,5.8221,44.53005,0.2766,0.2994,67.33485,1.53405,73.2519
30.9552,15.4884,13.37865,31.37385,15.939,27.4581,35.71785,1.3446,0.32625,49.1589,0.90765,65.4663
56.26605,35.69415,28.78335,58.0044,32.7045,50.48445,22.3059,6.1947,0.4851,27.68205,0.70665,51.4875
77.4969,57.0429,43.15005,79.3794,47.63085,72.84195,14.8542,8.30895,0.37455,11.34945,1.6512,42.3774
92.59875,73.18005,48.24045,92.3769,59.415,92.5983,14.42865,8.1711,0.30675,5.02905,1.39335,41.2881
99.5922,84.3225,51.2331,99.05145,61.80405,102.49875,21.61005,5.7771,0.4089,3.0834,1.37565,50.29725
98.48415,87.31065,53.2788,98.54355,57.71865,101.47005,41.7021,3.39375,0.6633,8.2032,0.80895,66.47805
84.97785,74.9286,50.93565,90.08685,58.3428,86.77665,70.3989,2.8236,0.9771,20.0004,0.24585,82.8627
71.679,58.7346,40.92585,70.5246,51.1935,72.51135,94.5663,3.05685,0.9519,38.98005,0.09465,96.22875
54.7965,36.61845,29.4081,52.8747,36.00735,53.8554,108.8682,2.74185,0.58515,60.47265,0.08625,104.2077
30.6654,16.0902,14.9061,30.89625,17.40405,29.0691,117.7014,1.60665,0.27825,81.6972,0.0567,112.4778
6.1383,2.3328,3.3042,6.8556,2.97975,5.20605,119.72385,0.51525,0.11895,97.4844,0.1419,117.35505
0,0,0,0,0,0,113.2635,0.24255,0.12555,103.1628,0.5811,116.4753
0,0,0,0,0,0,110.05395,0.2721,0.1755,105.1308,0.789,115.4826
0,0,0,0,0,0,111.36795,0.31095,0.7218,102.40815,1.06545,119.0037
0,0,0,0,0,0,107.42895,0.345,1.48155,98.03295,1.7229,119.7813
0,0,0,0,0,0,98.94645,0.33945,1.42815,94.75635,2.1411,114.7002
0,0,0,0,0,0,84.86865,0.5832,1.6026,92.67945,1.5372,105.04995
0,0,0,0,0,0,76.36455,0.90165,1.25145,88.3737,0.5673,96.2433
0,0,0,0,0,0,69.04485,0.80055,0.68475,83.67405,0.1329,95.3148
0,0,0,0,0,0,58.48545,0.70635,0.2451,76.95825,0.04185,92.7432
0,0,0,0,0,0,49.2801,0.9678,0.0867,69.759,0.0465,87.41475
0,0,0,0,0,0,42.3156,1.48755,0.063,61.5009,0.1098,81.0678
0,0,0,0,0,0,38.86005,2.2578,0.1062,52.8603,0.3834,76.43415
5.9625,4.6974,3.09195,5.20845,2.7498,5.412,35.3637,2.2713,0.33015,44.0745,0.59205,70.54425
30.2805,24.2601,22.0143,29.6844,17.9874,25.5927,31.5585,6.1167,0.61845,34.10925,0.4902,63.75675
56.49405,48.0411,46.46565,56.45175,37.2804,51.00555,25.6899,11.41485,1.17525,24.3528,0.55185,56.03625
78.53145,70.18725,66.48,77.8209,55.92795,78.21495,20.24145,8.99625,0.9741,13.1433,0.35235,48.37905
94.31925,83.45655,73.7994,92.127,73.8216,99.3012,21.5661,4.08975,0.6138,6.1995,0.0801,47.04585
101.04495,92.4954,69.94065,98.82405,79.48035,105.37125,33.87975,0.88515,0.5238,5.8518,0.01005,51.3909
99.49335,94.0674,63.18765,98.02995,74.93235,103.7301,54.68355,0.12735,0.47175,14.4537,0.00315,61.8303
91.302,82.8807,53.352,90.18015,59.69685,90.9612,76.29435,0.46215,0.49665,30.12765,0.0009,71.9622
76.4685,67.61475,40.63035,75.4137,38.4117,75.2199,93.80715,0.73665,0.41805,50.0106,0.01905,79.671
56.39715,44.72595,28.48395,53.51505,20.92845,55.35,106.58685,0.93465,0.30165,70.5612,0.0459,93.9312
31.6842,21.89985,15.0591,31.53015,7.31955,31.39905,113.58165,0.84405,0.61995,89.7318,0.0402,102.3162
6.6021,3.5031,3.3717,7.05015,0.7254,6.05295,113.9163,0.4341,0.5577,103.16325,0.039,107.5059
0,0,0,0,0,0,106.9455,0.15375,0.21165,108.3234,0.0792,106.5396
0,0,0,0,0,0,105.64785,0.0846,0.01815,109.26855,0.354,106.8051
0,0,0,0,0,0,105.93105,0.1266,0.00855,108.0042,0.88605,106.94535
0,0,0,0,0,0,105.98355,0.2409,0.01995,108.82215,2.26125,106.04505
0,0,0,0,0,0,108.99945,0.46965,0.0315,114.4209,3.43125,104.33355
0,0,0,0,0,0,113.7858,0.96285,0.05475,121.39125,3.8868,108.10515
0,0,0,0,0,0,114.2532,1.27485,0.04005,125.6184,3.05625,105.96705
0,0,0,0,0,0,111.4899,1.23345,0.0036,125.30445,0.73365,103.53465
0,0,0,0,0,0,104.4891,1.62465,0.00315,120.91035,0.006,100.26735
0,0,0,0,0,0,95.3133,2.10645,0.01935,114.5172,0.0003,96.8592
0,0,0,0,0,0,80.82915,2.6001,0.0279,106.54485,0.33225,88.68855
0,0,0,0,0,0,57.37485,3.85545,0.0249,96.06135,1.2822,73.6644
4.72455,5.205,2.0109,4.36545,0.59025,6.89505,39.64275,5.8269,0.0192,86.5797,0.3531,54.6402
23.9463,25.36905,16.59105,24.65445,7.04325,30.231,34.79265,8.69355,0.0027,75.2289,0.0213,45.2517
46.1853,48.1791,40.6164,47.9496,19.1955,56.03835,28.08765,14.04675,0.02895,59.92335,0.00345,39.51705
67.37595,67.9941,57.26265,67.36125,32.1108,78.2883,21.98175,8.95935,0.1239,46.68135,0.04515,34.6029
88.06365,72.0261,69.114,80.7561,31.40085,96.0267,25.515,3.47655,0.54,37.9431,0.2355,38.85915
100.737,77.31405,64.20615,91.65195,29.5059,106.63455,39.2127,1.67925,1.2612,32.5518,0.29205,49.7415
101.2815,77.9382,57.6426,96.5511,30.9474,106.3008,55.86795,1.6113,1.7157,30.8835,0.31635,59.92185
93.83925,78.663,49.85265,91.48215,33.66585,97.0935,70.91475,1.66515,1.93665,35.92455,0.279,65.77995
78.67155,68.4363,42.76935,76.431,31.1877,81.8703,85.18155,2.02815,2.1387,50.6073,0.2118,72.63075
58.14435,45.6966,36.03555,56.1879,23.52645,58.73205,99.1347,1.8909,2.2653,74.54505,0.1299,86.6472
32.5173,20.4519,21.77595,31.32645,12.336,31.8123,112.40205,1.20105,2.68185,100.93965,0.0546,97.8348
6.9351,2.6358,6.2727,7.41135,2.4168,6.04785,118.6227,0.3519,2.2488,119.3064,0.22875,105.2238
0,0,0,0,0,0,116.44365,0.21585,1.29675,126.05115,0.87525,104.69685
0,0,0,0,0,0,118.6194,0.36375,0.7725,128.81595,1.37775,109.07085
0,0,0,0,0,0,122.7273,0.5193,0.7713,131.28075,1.776,113.1396
0,0,0,0,0,0,124.42935,0.3909,1.01055,133.29675,1.97145,112.9425
0,0,0,0,0,0,126.90975,0.23895,1.55775,135.84585,1.79895,112.46175
0,0,0,0,0,0,127.49385,0.09795,1.8726,137.62095,1.62645,111.5769
0,0,0,0,0,0,127.9794,0.0648,1.57815,138.2772,1.6749,110.8248
0,0,0,0,0,0,127.34115,0.07155,1.2906,137.60295,1.95495,108.6405
0,0,0,0,0,0,124.3827,0.0738,0.94965,136.6833,2.13405,101.87775
0,0,0,0,0,0,120.6576,0.1137,0.74685,135.3558,1.93185,97.6866
0,0,0,0,0,0,112.5915,0.13335,0.68925,131.39265,1.4508,93.46275
0,0,0,0,0,0,104.3925,0.1377,0.5805,126.57225,1.13985,89.79705
5.3667,6.89655,4.07025,4.413,2.6964,7.24215,96.2439,0.15855,0.5007,122.82885,1.31145,83.4663
26.44425,31.5438,25.74855,25.1157,18.6303,31.13625,93.24135,0.4761,0.59865,119.9076,0.68715,76.668
50.79705,59.0598,49.2525,53.4636,38.03205,56.0703,84.51075,1.6656,1.3329,112.18005,3.77685,68.4981
74.0565,81.7305,69.4254,76.57095,58.8681,76.88025,68.35035,2.1819,1.80375,96.5433,8.3019,58.9971
93.35835,95.6766,84.519,93.0963,83.0907,94.62585,58.24725,2.4849,1.4988,74.6649,8.2344,56.22075
101.39775,100.52985,90.62265,99.93285,88.5567,104.09025,61.91295,2.1825,3.18585,57.8838,5.1486,55.94235
100.16445,98.3652,89.1456,99.44895,82.09845,102.3543,75.10725,1.8057,4.3164,55.3311,1.82565,66.63945
90.6573,83.99175,79.278,88.10265,71.57355,92.76525,90.04575,0.88515,5.77665,65.68725,0.4095,75.26805
75.72735,63.78405,63.86205,73.5096,57.02235,75.65355,102.4863,0.83805,6.58035,83.32965,0.15825,81.6504
55.5276,38.84805,44.73465,53.4303,39.16245,54.7356,111.81525,1.19835,6.76095,100.6557,0.2154,94.5672
30.98535,17.34255,22.2726,31.40895,18.1386,29.76255,119.0877,0.6897,6.19905,116.41035,0.25605,102.32895
6.35535,2.2263,5.0541,7.00455,3.38535,5.66985,120.10005,0.30915,3.7743,125.69895,0.9648,106.5372
0,0,0,0,0,0,115.50885,0.4887,2.42085,128.6217,3.1725,105.0522
0,0,0,0,0,0,117.95145,0.8403,2.2515,129.26055,4.49385,109.3518
0,0,0,0,0,0,120.7323,1.0803,2.29515,129.23025,4.52325,112.77495
0,0,0,0,0,0,121.88325,1.15125,2.7465,131.3064,5.50755,111.88545
0,0,0,0,0,0,124.8546,0.837,3.1557,134.22015,5.99985,112.18065
0,0,0,0,0,0,123.60375,0.6297,2.79915,133.812,5.74335,112.1862
0,0,0,0,0,0,121.39125,0.33225,2.6361,132.21285,5.04315,109.3101
0,0,0,0,0,0,116.81685,0.1671,2.25255,129.6219,3.945,103.9734
0,0,0,0,0,0,110.1834,0.0702,1.5114,125.61525,3.16965,98.0913
0,0,0,0,0,0,100.22415,0.04155,1.4145,119.17995,2.9958,92.07615
0,0,0,0,0,0,84.47955,0.0393,1.19145,109.95315,2.19735,81.6804
0,0,0,0,0,0,69.5475,0.06825,0.7704,100.0035,1.81875,68.472
5.72475,4.16235,1.38945,4.9944,2.1984,5.8581,60.41535,0.138,0.57945,94.5672,1.79265,56.86965
28.20825,22.84725,12.36105,27.55755,14.77875,26.8062,56.8251,0.47655,0.8448,88.689,0.6888,46.49895
52.83615,47.8362,26.65785,52.69275,34.76865,51.21315,42.22305,0.9507,3.95355,72.71385,1.6293,37.3146
72.40605,67.60695,32.6784,71.44125,53.43015,73.9563,26.8311,0.58665,4.69665,55.3065,1.05165,26.83125
83.05365,79.9155,34.9476,79.7517,70.6932,85.9272,23.25225,0.4701,2.034,44.16945,0.15315,24.68625
91.1751,85.35465,41.8698,87.9138,63.6414,90.8757,27.3063,0.5799,0.43215,38.046,0.00555,30.4119
90.88245,82.66635,47.7414,88.61295,58.7505,92.1114,35.33535,0.7881,0.16155,37.6497,0.0003,36.1068
78.90945,64.40445,46.32885,80.754,35.0646,79.83375,48.0132,1.0632,0.13785,44.0685,0,42.48645
61.7277,52.2117,38.8476,62.4114,21.9657,64.38195,66.63765,0.9057,0.1713,57.32085,0.0003,50.51265
42.9126,33.2754,30.4722,42.41505,12.0072,46.33995,82.9761,0.4176,0.1176,74.07855,0.0003,56.43915
22.2129,13.8351,16.74015,23.56095,4.7538,22.8159,94.65645,0.135,0.1041,89.904,0.0015,69.30825
4.22415,2.07975,3.92535,4.6509,0.48405,4.1955,98.00985,0.0243,0.15975,99.1551,0.01575,74.15445
0,0,0,0,0,0,92.38995,0.00555,0.1992,101.3139,0.18075,73.5264
0,0,0,0,0,0,87.71025,0.01185,0.3096,102.95685,0.8097,70.59165
0,0,0,0,0,0,87.84075,0.0795,0.52095,106.86465,2.37705,68.91225
0,0,0,0,0,0,92.6799,0.1302,0.6804,111.4158,2.7156,70.1631
0,0,0,0,0,0,97.44585,0.0894,0.83025,114.85665,2.92605,75.4848
0,0,0,0,0,0,100.22445,0.0423,0.7596,117.057,2.16225,80.63595
0,0,0,0,0,0,100.75665,0.01785,0.522,114.1974,0.951,84.3774
0,0,0,0,0,0,93.4305,0.0171,0.4716,104.34105,0.4698,80.7117
0,0,0,0,0,0,85.6668,0.05865,0.52455,96.2406,0.33495,73.66365
0,0,0,0,0,0,78.3945,0.13425,0.57135,92.1987,0.4122,67.6719
0,0,0,0,0,0,70.30365,0.17895,0.5541,90.94695,1.0989,60.07635
0,0,0,0,0,0,65.5128,0.46335,0.6588,89.0451,1.3323,55.6047
3.105,2.35155,1.9929,2.33175,0.8364,3.30795,65.67915,1.53975,0.79095,88.6182,0.4188,55.92555
19.0332,11.703,14.1477,17.56395,7.3653,19.7271,71.39175,1.1823,1.1547,91.04985,0.2145,56.43405
41.85555,21.48195,27.48795,42.95955,16.77345,43.455,63.34335,0.58065,1.1793,84.3045,0.07395,48.7749
68.35665,28.4076,36.06855,69.0507,29.66505,66.5805,50.20875,0.0978,1.31895,68.49735,0.0471,38.1897
85.77255,36.58005,39.15015,86.44365,35.43105,81.87105,41.6952,0.0054,2.6067,51.26085,0.0066,31.2936
93.11715,44.8047,38.29215,93.5307,39.59985,90.10635,42.64605,0.0003,4.5135,41.9055,0,31.9791
90.71925,49.8795,36.48045,93.444,39.384,88.01385,51.4929,0,5.83305,41.9256,0,38.11785
80.6565,53.5407,31.74045,83.7066,35.66175,78.5193,64.74795,0.00315,6.1203,48.48675,0,48.39225
64.263,45.3036,24.5148,65.03685,27.4581,65.03595,78.67305,0.02865,5.65755,60.67785,0,56.37525
45.2172,31.05135,16.78545,45.45975,17.4984,45.18825,90.4458,0.10845,4.41015,75.88815,0.0003,62.51835
23.4372,15.6072,7.95135,24.05235,7.99605,22.37115,96.2745,0.09825,2.1363,85.66605,0.00315,74.5215
4.69215,2.62665,1.47465,5.0202,1.5165,3.94065,97.317,0.08565,0.46815,90.6018,0.00855,79.32885
0,0,0,0,0,0,92.75475,0.1404,0.0519,92.61285,0.01965,81.6504
0,0,0,0,0,0,90.8364,0.08265,0.0033,96.2403,0.01725,85.2684
0,0,0,0,0,0,93.07155,0.0096,0.0018,99.5115,0.0168,91.0473
0,0,0,0,0,0,96.61305,0.0012,0.00525,101.2617,0.0264,95.82855
0,0,0,0,0,0,95.8365,0.08685,0.0402,102.63885,0.00705,94.5702
0,0,0,0,0,0,97.06515,0.44805,0.0345,105.64095,0.0027,92.13285
0,0,0,0,0,0,95.62365,0.5925,0.04995,105.5967,0.09435,87.5919
0,0,0,0,0,0,91.5351,0.77625,0.0768,103.53015,0.7404,82.7016
0,0,0,0,0,0,84.79815,0.9822,0.04485,100.1175,0.60735,78.39255
0,0,0,0,0,0,76.45485,1.437,0.0204,91.5342,0.5181,72.2181
